Currency,Date,Closing Price (VND),Open (VND),High (VND),Low (VND),,,
VNINDEX,8/21/2019,994.38,984.36,995.44,983.3,,,
VNINDEX,8/22/2019,997.26,996.41,998.67,993.23,,,
VNINDEX,8/23/2019,992.45,998.21,998.21,990.83,,,
VNINDEX,8/26/2019,982.88,983.8,984.61,977,,,
VNINDEX,8/27/2019,976.79,986.33,988.49,976.79,,,
VNINDEX,8/28/2019,977.26,977.1,981.35,977.1,,,
VNINDEX,8/29/2019,978.59,978.17,978.78,973.34,,,
VNINDEX,8/30/2019,984.06,980.25,984.87,980.25,,,
VNINDEX,9/3/2019,979.36,984.79,985.21,978.62,,,
VNINDEX,9/4/2019,977.63,977.97,979.91,973.37,,,
VNINDEX,9/5/2019,976.79,979.83,981.67,976.79,,,
VNINDEX,9/6/2019,974.08,977.83,978.73,973.87,,,
VNINDEX,9/9/2019,974.12,974.53,975.03,972.47,,,
VNINDEX,9/10/2019,970.26,974.62,977.44,968.36,,,
VNINDEX,9/11/2019,969.31,969.59,973.13,967.14,,,
VNINDEX,9/12/2019,976.07,972.39,976.07,972.31,,,
VNINDEX,9/13/2019,987.22,976.07,987.22,975.95,,,
VNINDEX,9/16/2019,989.86,987.07,992.6,986.72,,,
VNINDEX,9/17/2019,996.74,990.06,996.74,986.96,,,
VNINDEX,9/18/2019,995.15,995.75,998.4,993.94,,,
VNINDEX,9/19/2019,997.1,995.49,997.2,990.55,,,
VNINDEX,9/20/2019,990.36,997.6,998.56,990.36,,,
VNINDEX,9/23/2019,985.75,991.75,993.98,985.75,,,
VNINDEX,9/24/2019,988.13,986.33,991.36,984.94,,,
VNINDEX,9/25/2019,987.3,985.96,989.18,983.06,,,
VNINDEX,9/26/2019,990.75,988.7,991.66,986.35,,,
VNINDEX,9/27/2019,997.84,992.26,998.34,991.5,,,
VNINDEX,9/30/2019,996.56,999.92,1004.17,996.51,,,
VNINDEX,10/1/2019,999.59,997.87,999.72,996.2,,,
VNINDEX,10/2/2019,991.19,999.18,1000.93,989.63,,,
VNINDEX,10/3/2019,989.67,985.65,992.45,983.35,,,
VNINDEX,10/4/2019,987.59,993.69,994.81,987.59,,,
VNINDEX,10/7/2019,983.09,989.45,990.34,983.09,,,
VNINDEX,10/8/2019,988.22,983.62,988.51,981.89,,,
VNINDEX,10/9/2019,987.83,987.82,992,986.74,,,
VNINDEX,10/10/2019,987.38,988.81,990.89,986.93,,,
VNINDEX,10/11/2019,991.84,988.57,991.84,987.62,,,
VNINDEX,10/14/2019,993.57,994.61,997.25,992.5,,,
VNINDEX,10/15/2019,993.05,993.55,994.75,990.74,,,
VNINDEX,10/16/2019,994.46,995.75,997.41,993.42,,,
VNINDEX,10/17/2019,989.82,995.04,995.81,989.82,,,
VNINDEX,10/18/2019,989.2,992,993.03,988.41,,,
VNINDEX,10/21/2019,983.56,988.18,988.82,983.56,,,
VNINDEX,10/22/2019,987.19,983.52,987.59,983.52,,,
VNINDEX,10/23/2019,987.79,987.04,989.61,985.52,,,
VNINDEX,10/24/2019,993.6,988.85,993.6,987.65,,,
VNINDEX,10/25/2019,996.57,993.91,996.67,992.91,,,
VNINDEX,10/28/2019,996.48,998.27,999.94,996.48,,,
VNINDEX,10/29/2019,995.87,997.77,999.88,995.87,,,
VNINDEX,10/30/2019,1000.89,996.83,1003.4,994.86,,,
VNINDEX,10/31/2019,998.82,1000.89,1004.4,998.58,,,
VNINDEX,11/1/2019,1015.59,998.82,1015.88,998.82,,,
VNINDEX,11/4/2019,1022.43,1019,1023.92,1015.86,,,
VNINDEX,11/5/2019,1024.34,1022.77,1026.53,1021.63,,,
VNINDEX,11/6/2019,1024.91,1023.43,1028.97,1023.42,,,
VNINDEX,11/7/2019,1024.03,1023.49,1028.45,1022.61,,,
VNINDEX,11/8/2019,1022.49,1026.98,1027.39,1021.11,,,
VNINDEX,11/11/2019,1016.75,1023.32,1024.77,1016.35,,,
VNINDEX,11/12/2019,1018.33,1016.97,1021.84,1015.97,,,
VNINDEX,11/13/2019,1012.77,1019.07,1020.09,1010.8,,,
VNINDEX,11/14/2019,1012.3,1013.85,1016.71,1010.6,,,
VNINDEX,11/15/2019,1010.03,1012.93,1015.16,1005.1,,,
VNINDEX,11/18/2019,1002.91,1010.03,1012.09,1002.63,,,
VNINDEX,11/19/2019,1008.35,1002.89,1008.35,1001.35,,,
VNINDEX,11/20/2019,1000.56,1009.21,1009.21,1000.56,,,
VNINDEX,11/21/2019,987.89,999.37,999.63,987.89,,,
VNINDEX,11/22/2019,977.78,992.73,993.7,971.03,,,
VNINDEX,11/25/2019,976.35,977.85,979.6,971.24,,,
VNINDEX,11/26/2019,976.79,976.35,981.96,976.35,,,
VNINDEX,11/27/2019,978.17,978.98,982.76,978.17,,,
VNINDEX,11/28/2019,970.39,977.66,979.17,967.68,,,
VNINDEX,11/29/2019,970.75,971.1,972.89,968.03,,,
VNINDEX,12/2/2019,959.31,971.42,972.91,958.3,,,
VNINDEX,12/3/2019,953.43,957.4,960.82,950.96,,,
VNINDEX,12/4/2019,965.9,952.51,965.9,950.13,,,
VNINDEX,12/5/2019,963.27,969,969.53,962.16,,,
VNINDEX,12/6/2019,963.56,962.38,965.41,960.99,,,
VNINDEX,12/9/2019,966.06,963.91,967.57,962.59,,,
VNINDEX,12/10/2019,960.3,965.92,966.58,955.14,,,
VNINDEX,12/11/2019,961.78,960.59,961.78,954.56,,,
VNINDEX,12/12/2019,968.17,963.39,968.39,962.72,,,
VNINDEX,12/13/2019,966.18,969.43,971.84,965.93,,,
VNINDEX,12/16/2019,961.47,966,966,960.39,,,
VNINDEX,12/17/2019,954.03,962.49,962.79,954.03,,,
VNINDEX,12/18/2019,951.13,951.52,954.18,949.86,,,
VNINDEX,12/19/2019,952.26,950.61,955.85,946.74,,,
VNINDEX,12/20/2019,956.41,953.55,957.52,952.71,,,
VNINDEX,12/23/2019,959.43,959.55,960.71,958.07,,,
VNINDEX,12/24/2019,958.88,959.43,959.43,953.29,,,
VNINDEX,12/25/2019,960.92,958.18,962.83,957.5,,,
VNINDEX,12/26/2019,958.59,960.67,962.11,957.43,,,
VNINDEX,12/27/2019,963.51,957.7,963.51,954.19,,,
VNINDEX,12/30/2019,965.03,962.89,967.52,962.47,,,
VNINDEX,12/31/2019,960.99,965.71,965.71,958.22,,,
VNINDEX,1/2/2020,966.67,960.26,966.67,959.67,,,
VNINDEX,1/3/2020,965.14,968.72,970.88,965.14,,,
VNINDEX,1/6/2020,955.79,962.79,963.2,955.59,,,
VNINDEX,1/7/2020,958.88,955.79,959.46,953.19,,,
VNINDEX,1/8/2020,948.98,954.13,955.84,945.28,,,
VNINDEX,1/9/2020,960.15,953.86,960.73,952.16,,,
VNINDEX,1/10/2020,968.54,961.17,969.71,961.17,,,
VNINDEX,1/13/2020,965.84,966.89,968.63,964.79,,,
VNINDEX,1/14/2020,967,966.26,968.85,965.76,,,
VNINDEX,1/15/2020,967.56,967.69,967.69,964.84,,,
VNINDEX,1/16/2020,974.31,967.2,974.7,967.17,,,
VNINDEX,1/17/2020,978.96,976.28,980.02,973.79,,,
VNINDEX,1/20/2020,978.63,978.23,979.85,975.93,,,
VNINDEX,1/21/2020,986.37,978.82,986.37,978.82,,,
VNINDEX,1/22/2020,991.46,986.52,991.46,983.92,,,
VNINDEX,1/30/2020,959.58,975.15,977.72,954,,,
VNINDEX,1/31/2020,936.62,959.58,960.96,936.62,,,
VNINDEX,2/3/2020,928.14,916.6,930.37,891.85,,,
VNINDEX,2/4/2020,929.09,929.42,934.91,919.33,,,
VNINDEX,2/5/2020,925.91,934.75,936.33,921.89,,,
VNINDEX,2/6/2020,938.54,926.66,938.54,925.21,,,
VNINDEX,2/7/2020,940.75,938.61,943.48,935.94,,,
VNINDEX,2/10/2020,930.73,934.38,935.87,926.61,,,
VNINDEX,2/11/2020,934.67,930.73,936.04,930.73,,,
VNINDEX,2/12/2020,937.68,940.72,943.11,937.34,,,
VNINDEX,2/13/2020,938.24,937.19,939.1,934.47,,,
VNINDEX,2/14/2020,937.45,939.28,940.65,936.47,,,
VNINDEX,2/17/2020,934.77,938.52,938.52,931.66,,,
VNINDEX,2/18/2020,927.93,934.47,934.98,926.01,,,
VNINDEX,2/19/2020,928.76,926.41,931.66,925.86,,,
VNINDEX,2/20/2020,938.13,933.69,938.13,930.41,,,
VNINDEX,2/21/2020,933.09,938.13,940.53,932.32,,,
VNINDEX,2/24/2020,903.34,917.49,917.49,903.34,,,
VNINDEX,2/25/2020,909.67,893.95,909.67,893.95,,,
VNINDEX,2/26/2020,895.97,901.51,903.27,894.25,,,
VNINDEX,2/27/2020,898.44,892.15,899.34,889.14,,,
VNINDEX,2/28/2020,882.19,885.47,887.07,872.46,,,
VNINDEX,3/2/2020,884.43,878.43,886.45,877.31,,,
VNINDEX,3/3/2020,890.61,895.39,896.39,890.06,,,
VNINDEX,3/4/2020,889.37,887.85,889.85,882.83,,,
VNINDEX,3/5/2020,893.31,892.71,898.43,891.2,,,
VNINDEX,3/6/2020,891.44,888.96,891.44,882.71,,,
VNINDEX,3/9/2020,835.49,875.8,875.8,834.67,,,
VNINDEX,3/10/2020,837.5,813.83,843.28,806.63,,,
VNINDEX,3/11/2020,811.35,843.52,844.94,794.54,,,
VNINDEX,3/12/2020,769.25,778.06,778.06,762.12,,,
VNINDEX,3/13/2020,761.78,750.56,764.69,723.42,,,
VNINDEX,3/16/2020,747.86,758.28,758.59,737.58,,,
VNINDEX,3/17/2020,745.78,724.07,750.03,721.84,,,
VNINDEX,3/18/2020,747.66,747.4,752.65,742.12,,,
VNINDEX,3/19/2020,725.94,732.35,733.43,714.02,,,
VNINDEX,3/20/2020,709.73,728.55,729.35,709.73,,,
VNINDEX,3/23/2020,666.59,694.77,694.77,664.23,,,
VNINDEX,3/24/2020,659.21,666.59,666.59,652.27,,,
VNINDEX,3/25/2020,690.25,669.76,690.25,667.58,,,
VNINDEX,3/26/2020,694.21,689,700.76,680.1,,,
VNINDEX,3/27/2020,696.06,692.54,703.22,682.52,,,
VNINDEX,3/30/2020,662.26,663.91,665.56,657.36,,,
VNINDEX,3/31/2020,662.53,669.74,678.64,649.1,,,
VNINDEX,4/1/2020,680.23,658.8,684.96,657.41,,,
VNINDEX,4/3/2020,701.8,687.92,701.8,687.92,,,
VNINDEX,4/6/2020,736.75,716.22,736.75,715.39,,,
VNINDEX,4/7/2020,746.69,744.97,749.13,730.28,,,
VNINDEX,4/8/2020,748.02,740.03,748.36,730.12,,,
VNINDEX,4/9/2020,760.33,751.08,765.87,751.08,,,
VNINDEX,4/10/2020,757.94,759.08,764.36,751.59,,,
VNINDEX,4/13/2020,765.79,762.99,774.62,762.53,,,
VNINDEX,4/14/2020,767.41,769.01,769.53,753.85,,,
VNINDEX,4/15/2020,777.22,768.05,779.52,768.01,,,
VNINDEX,4/16/2020,780.7,773.11,781.06,770.91,,,
VNINDEX,4/17/2020,789.6,786.96,790.95,783.74,,,
VNINDEX,4/20/2020,794.97,796.17,797.49,786.73,,,
VNINDEX,4/21/2020,766.84,794.97,794.97,761.96,,,
VNINDEX,4/22/2020,768.92,752.8,774.94,749.97,,,
VNINDEX,4/23/2020,773.91,768.92,785.6,768.92,,,
VNINDEX,4/24/2020,776.66,777.28,778.3,767.31,,,
VNINDEX,4/27/2020,770.77,780.65,785.74,770.77,,,
VNINDEX,4/28/2020,767.21,773.31,776.13,763.66,,,
VNINDEX,4/29/2020,769.11,768.59,772.62,768.19,,,
VNINDEX,5/4/2020,762.47,766.14,769.73,761.64,,,
VNINDEX,5/5/2020,764.16,763.22,767.03,760.04,,,
VNINDEX,5/6/2020,782.59,767.3,782.59,765.37,,,
VNINDEX,5/7/2020,796.54,785.08,796.54,785.08,,,
VNINDEX,5/8/2020,813.73,800.32,825.72,800.2,,,
VNINDEX,5/11/2020,828.33,818.26,828.33,812.48,,,
VNINDEX,5/12/2020,835.32,827.29,835.95,819.66,,,
VNINDEX,5/13/2020,834.21,835.32,839.59,815.13,,,
VNINDEX,5/14/2020,832.4,830.97,836.19,826.17,,,
VNINDEX,5/15/2020,827.03,835.42,838.47,824.59,,,
VNINDEX,5/18/2020,837.01,827.49,837.61,823.08,,,
VNINDEX,5/19/2020,845.92,852.14,854.25,844.15,,,
VNINDEX,5/20/2020,852.91,843.26,852.91,842.21,,,
VNINDEX,5/21/2020,862.73,854.93,862.73,854.04,,,
VNINDEX,5/22/2020,852.74,859.29,860.65,852.08,,,
VNINDEX,5/25/2020,859.04,852.9,860.45,849.12,,,
VNINDEX,5/26/2020,869.13,861.47,869.65,860.22,,,
VNINDEX,5/27/2020,857.48,869.13,875.35,857.48,,,
VNINDEX,5/28/2020,861.39,858.97,866.17,856.48,,,
VNINDEX,5/29/2020,864.47,861.59,866.95,859.26,,,
VNINDEX,6/1/2020,878.67,868.97,878.67,868.97,,,
VNINDEX,6/2/2020,874.8,879.23,882.73,874.53,,,
VNINDEX,6/3/2020,881.17,876.73,881.17,874.01,,,
VNINDEX,6/4/2020,883.9,883.22,888.32,883.22,,,
VNINDEX,6/5/2020,886.22,883.4,886.59,878.5,,,
VNINDEX,6/8/2020,899.92,888.7,905.65,888.7,,,
VNINDEX,6/9/2020,899.43,902.26,904.89,898.87,,,
VNINDEX,6/10/2020,900,898.78,902.69,890.3,,,
VNINDEX,6/11/2020,867.37,900.48,903.7,867.37,,,
VNINDEX,6/12/2020,863.52,841.85,863.52,841.44,,,
VNINDEX,6/15/2020,832.47,867.52,868.16,832.47,,,
VNINDEX,6/16/2020,856.13,848.86,858.7,844.67,,,
VNINDEX,6/17/2020,854.44,861.05,861.05,852.27,,,
VNINDEX,6/18/2020,855.27,850.92,858.03,847.49,,,
VNINDEX,6/19/2020,868.56,857.77,868.56,857.77,,,
VNINDEX,6/22/2020,871.28,871.56,872.94,867.37,,,
VNINDEX,6/23/2020,868.2,871.12,873.2,864.02,,,
VNINDEX,6/24/2020,859.71,868.2,873.13,857.58,,,
VNINDEX,6/25/2020,854.59,851.09,856.23,849.65,,,
VNINDEX,6/26/2020,851.98,859.07,862.59,850.66,,,
VNINDEX,6/29/2020,829.36,846.26,846.53,826,,,
VNINDEX,6/30/2020,825.11,836.72,840.31,821.92,,,
VNINDEX,7/1/2020,843.49,827.67,844.26,826.38,,,
VNINDEX,7/2/2020,842.38,845.66,845.66,838.48,,,
VNINDEX,7/3/2020,847.61,845.26,848.16,843.25,,,
VNINDEX,7/6/2020,861.16,851.47,861.85,850.04,,,
VNINDEX,7/7/2020,863.42,865.46,870.63,863.42,,,
VNINDEX,7/8/2020,864.5,861.75,865.58,859.98,,,
VNINDEX,7/9/2020,876.46,867.66,878.36,867.45,,,
VNINDEX,7/10/2020,871.21,873.7,878.53,867.59,,,
VNINDEX,7/13/2020,868.72,874.85,876.83,866.99,,,
VNINDEX,7/14/2020,868.11,865.01,868.11,860.28,,,
VNINDEX,7/15/2020,869.91,872.8,876.69,869.91,,,
VNINDEX,7/16/2020,876.83,871.81,876.83,869.25,,,
VNINDEX,7/17/2020,872.02,873.48,875.07,871.89,,,
VNINDEX,7/20/2020,861.4,870.66,871.64,861.4,,,
VNINDEX,7/21/2020,861.69,863.94,864.7,856.94,,,
VNINDEX,7/22/2020,855.08,862.8,864,854.97,,,
VNINDEX,7/23/2020,856.75,854.92,857.22,851.97,,,
VNINDEX,7/24/2020,829.16,854.23,854.57,816.65,,,
VNINDEX,7/27/2020,785.17,794.14,808.74,780.64,,,
VNINDEX,7/28/2020,813.36,786.72,814.4,786.67,,,
VNINDEX,7/29/2020,790.84,800.39,800.39,779.82,,,
VNINDEX,7/30/2020,801.13,796.22,802.97,794.88,,,
VNINDEX,7/31/2020,798.39,787.78,803.55,786.98,,,
VNINDEX,8/3/2020,814.65,796.86,814.84,796.47,,,
VNINDEX,8/4/2020,827.57,822.86,827.57,820.2,,,
VNINDEX,8/5/2020,837.8,827.54,839.52,820.74,,,
VNINDEX,8/6/2020,840.04,838.01,844.16,833.56,,,
VNINDEX,8/7/2020,841.46,840.65,844.33,836.84,,,
VNINDEX,8/10/2020,843.2,845.11,849.52,843.2,,,
VNINDEX,8/11/2020,843.08,847.61,847.61,840.35,,,
VNINDEX,8/12/2020,846.92,844.19,848.54,842.88,,,
VNINDEX,8/13/2020,855.05,849.96,855.19,849.86,,,
VNINDEX,8/14/2020,850.74,854.29,860.32,848.38,,,
VNINDEX,8/17/2020,850.15,848.08,852.05,841.62,,,
VNINDEX,8/18/2020,846.43,850.15,851.06,845,,,
VNINDEX,8/19/2020,851.21,847.19,853.15,846.22,,,
VNINDEX,8/20/2020,848.21,851.21,856.99,847.44,,,
VNINDEX,8/21/2020,854.78,849.99,856.45,849.69,,,
VNINDEX,8/24/2020,868.68,860.35,868.68,860.35,,,
VNINDEX,8/25/2020,874.12,870.92,877.57,870.92,,,
VNINDEX,8/26/2020,873.47,873.62,876.97,871.78,,,
VNINDEX,8/27/2020,874.71,872.38,875.71,871.93,,,
VNINDEX,8/28/2020,878.98,878.79,885.86,877.7,,,
VNINDEX,8/31/2020,881.65,882.13,888.44,879.26,,,
VNINDEX,9/1/2020,891.73,882.4,892.51,880.79,,,
VNINDEX,9/3/2020,903.97,898.25,904.32,896.26,,,
VNINDEX,9/4/2020,901.54,896.02,903.11,893.86,,,
VNINDEX,9/7/2020,888.25,903.85,905.8,888.25,,,
VNINDEX,9/8/2020,890.14,891.61,894.58,884.88,,,
VNINDEX,9/9/2020,889.32,883.68,892.4,881.57,,,
VNINDEX,9/10/2020,888.82,895.29,896.78,888.82,,,
VNINDEX,9/11/2020,888.97,888.82,890.98,884.67,,,
VNINDEX,9/14/2020,894.57,891.89,895.31,891.89,,,
VNINDEX,9/15/2020,896.26,896.61,898.74,894.66,,,
VNINDEX,9/16/2020,897.47,897.43,897.58,894.63,,,
VNINDEX,9/17/2020,894.04,897.47,899.41,890.93,,,
VNINDEX,9/18/2020,900.95,896.08,902.11,895.82,,,
VNINDEX,9/21/2020,907.94,904.5,909.78,904.5,,,
VNINDEX,9/22/2020,906.19,905.9,909.69,902.47,,,
VNINDEX,9/23/2020,912.5,908.97,913.52,908.97,,,
VNINDEX,9/24/2020,908.58,910.53,914.51,907.32,,,
VNINDEX,9/25/2020,908.27,910.78,911.3,905.56,,,
VNINDEX,9/28/2020,912.5,911.2,913.6,910.04,,,
VNINDEX,9/29/2020,903.98,916.63,917.49,903.98,,,
VNINDEX,9/30/2020,905.21,904.34,907,900.44,,,
VNINDEX,10/1/2020,914.09,910.13,914.09,909.13,,,
VNINDEX,10/2/2020,909.91,914.09,916.67,897.72,,,
VNINDEX,10/5/2020,914.68,913.77,915.55,910.96,,,
VNINDEX,10/6/2020,915.67,918.11,918.93,912.77,,,
VNINDEX,10/7/2020,919.72,913.62,923.57,912.69,,,
VNINDEX,10/8/2020,918.84,922.08,922.08,913.89,,,
VNINDEX,10/9/2020,924,919.48,924,917.7,,,
VNINDEX,10/12/2020,925.83,930.78,933.13,923.28,,,
VNINDEX,10/13/2020,929.86,926.76,930.96,923.78,,,
VNINDEX,10/14/2020,940.18,931.89,940.18,931.89,,,
VNINDEX,10/15/2020,942.76,945.28,945.93,938.7,,,
VNINDEX,10/16/2020,943.3,944.03,946.23,935.98,,,
VNINDEX,10/19/2020,943.69,945.01,946.29,941.92,,,
VNINDEX,10/20/2020,944.42,941,944.54,937.32,,,
VNINDEX,10/21/2020,939.03,947.16,948.2,939,,,
VNINDEX,10/22/2020,949.9,938.06,949.9,933.78,,,
VNINDEX,10/23/2020,961.26,953.45,961.26,953.14,,,
VNINDEX,10/26/2020,950.8,967.52,970.15,950.8,,,
VNINDEX,10/27/2020,946.47,950.8,954.72,946.28,,,
VNINDEX,10/28/2020,921.05,942.82,946.91,921.05,,,
VNINDEX,10/29/2020,919.08,916.49,925.84,914.33,,,
VNINDEX,10/30/2020,925.47,925.41,926.32,911.2,,,
VNINDEX,11/2/2020,933.68,926.09,933.68,924.14,,,
VNINDEX,11/3/2020,935.41,936.73,937.57,932.18,,,
VNINDEX,11/4/2020,939.76,935.41,943.56,933.86,,,
VNINDEX,11/5/2020,937.75,940.32,945.51,937.75,,,
VNINDEX,11/6/2020,938.29,939.73,941.2,934.63,,,
VNINDEX,11/9/2020,951.99,942.15,951.99,942.15,,,
VNINDEX,11/10/2020,951.9,962.68,963.47,951.9,,,
VNINDEX,11/11/2020,952.22,954.46,956.65,947.61,,,
VNINDEX,11/12/2020,959.28,953.97,959.28,953.62,,,
VNINDEX,11/13/2020,966.29,959.56,966.29,959.13,,,
VNINDEX,11/16/2020,950.79,970.11,972.98,950.5,,,
VNINDEX,11/17/2020,968.9,955.52,968.9,953.22,,,
VNINDEX,11/18/2020,973.53,969.48,974.3,966.32,,,
VNINDEX,11/19/2020,983.26,975.32,983.26,974.33,,,
VNINDEX,11/20/2020,990,984.71,990,980.72,,,
VNINDEX,11/23/2020,994.19,991.87,995.9,985.38,,,
VNINDEX,11/24/2020,995.76,996.55,997.99,984.92,,,
VNINDEX,11/25/2020,999.94,1000.39,1002.31,996.8,,,
VNINDEX,11/26/2020,1005.97,999.24,1005.97,994.91,,,
VNINDEX,11/27/2020,1010.22,1006.68,1010.22,1004,,,
VNINDEX,11/30/2020,1003.08,1011.82,1012.5,1002.61,,,
VNINDEX,12/1/2020,1008.87,988.71,1008.87,988.71,,,
VNINDEX,12/2/2020,1014.32,1008.77,1015.86,1007.91,,,
VNINDEX,12/3/2020,1019.8,1016.73,1020.35,1014.06,,,
VNINDEX,12/4/2020,1021.49,1019.8,1025.17,1018.67,,,
VNINDEX,12/7/2020,1029.98,1024.34,1030.41,1022.14,,,
VNINDEX,12/8/2020,1029.26,1029.98,1032.58,1025.63,,,
VNINDEX,12/9/2020,1039.13,1029.26,1039.55,1029.26,,,
VNINDEX,12/10/2020,1030.91,1041.65,1044.1,1030.91,,,
VNINDEX,12/11/2020,1045.96,1033.19,1045.96,1030.06,,,
VNINDEX,12/14/2020,1064.09,1048.97,1064.09,1048.97,,,
VNINDEX,12/15/2020,1055.27,1062.02,1067.45,1052.01,,,
VNINDEX,12/16/2020,1066.99,1058.34,1066.99,1057.21,,,
VNINDEX,12/17/2020,1051.77,1065.85,1065.85,1051.42,,,
VNINDEX,12/18/2020,1067.46,1055.75,1068.56,1055.75,,,
VNINDEX,12/21/2020,1081.08,1071.62,1081.6,1070.86,,,
VNINDEX,12/22/2020,1083.45,1081.85,1084.23,1077.06,,,
VNINDEX,12/23/2020,1078.9,1087.89,1094.09,1077.92,,,
VNINDEX,12/24/2020,1067.52,1083.83,1084.76,1046.89,,,
VNINDEX,12/25/2020,1084.42,1068.83,1084.42,1061.83,,,
VNINDEX,12/28/2020,1091.33,1094.37,1096.11,1083.9,,,
VNINDEX,12/29/2020,1099.49,1090.49,1102.79,1087.93,,,
VNINDEX,12/30/2020,1097.54,1099.78,1108.83,1094.91,,,
VNINDEX,12/31/2020,1103.87,1098.25,1105.33,1096.27,,,
VNINDEX,1/4/2021,1120.47,1113.77,1126.43,1113.59,,,
VNINDEX,1/5/2021,1132.55,1116.96,1134.45,1116.49,,,
VNINDEX,1/6/2021,1143.21,1139.12,1152.85,1133.7,,,
VNINDEX,1/7/2021,1156.49,1147.26,1156.49,1143.44,,,
VNINDEX,1/8/2021,1167.69,1164.1,1176.33,1160.48,,,
VNINDEX,1/11/2021,1184.89,1176.47,1186.45,1175,,,
VNINDEX,1/12/2021,1192.28,1190.38,1192.28,1179.24,,,
VNINDEX,1/13/2021,1186.05,1197.32,1200.82,1183.18,,,
VNINDEX,1/14/2021,1187.4,1189.48,1190.5,1178.84,,,
VNINDEX,1/15/2021,1194.2,1188.84,1197.74,1188.84,,,
VNINDEX,1/18/2021,1191.94,1198.79,1200.85,1190.33,,,
VNINDEX,1/19/2021,1131,1189.91,1189.91,1117.17,,,
VNINDEX,1/20/2021,1134.68,1136.5,1142.48,1098.05,,,
VNINDEX,1/21/2021,1164.21,1146.86,1164.21,1132.66,,,
VNINDEX,1/22/2021,1166.78,1166.77,1175.72,1161.43,,,
VNINDEX,1/25/2021,1166.05,1164.2,1172.18,1162.8,,,
VNINDEX,1/26/2021,1136.12,1164.97,1164.97,1121.03,,,
VNINDEX,1/27/2021,1097.17,1122.41,1132.99,1088.86,,,
VNINDEX,1/28/2021,1023.94,1041.71,1052.16,1022.77,,,
VNINDEX,1/29/2021,1056.61,998.33,1076.11,998.33,,,
VNINDEX,2/1/2021,1035.51,1056.61,1074.52,1035.51,,,
VNINDEX,2/2/2021,1075.53,1036.95,1075.53,1029.36,,,
VNINDEX,2/3/2021,1111.29,1084.87,1113.24,1082.95,,,
VNINDEX,2/4/2021,1112.19,1112.97,1117.88,1098.85,,,
VNINDEX,2/5/2021,1126.91,1114.79,1126.91,1112.19,,,
VNINDEX,2/8/2021,1083.18,1127.06,1127.06,1075.1,,,
VNINDEX,2/9/2021,1114.93,1090.88,1114.93,1078.98,,,
VNINDEX,2/17/2021,1155.78,1127.46,1155.78,1127.46,,,
VNINDEX,2/18/2021,1174.38,1157.1,1174.38,1148.66,,,
VNINDEX,2/19/2021,1173.5,1160.65,1178.18,1157.6,,,
VNINDEX,2/22/2021,1175.04,1173.57,1182.67,1169.12,,,
VNINDEX,2/23/2021,1177.64,1174.57,1184.32,1168.32,,,
VNINDEX,2/24/2021,1162.01,1184.32,1185.58,1154.36,,,
VNINDEX,2/25/2021,1165.43,1169.97,1169.97,1155.74,,,
VNINDEX,2/26/2021,1168.47,1148.88,1169.28,1148.88,,,
VNINDEX,3/1/2021,1186.17,1176.93,1186.82,1174.45,,,
VNINDEX,3/2/2021,1186.61,1196.16,1196.16,1181.99,,,
VNINDEX,3/3/2021,1186.95,1184.73,1189.18,1180.25,,,
VNINDEX,3/4/2021,1168.52,1191.78,1191.9,1159.48,,,
VNINDEX,3/5/2021,1168.69,1164.19,1169.56,1155.6,,,
VNINDEX,3/8/2021,1168.27,1180.33,1181.25,1164.02,,,
VNINDEX,3/9/2021,1161.97,1160.96,1166.42,1150.94,,,
VNINDEX,3/10/2021,1170.08,1163.86,1170.59,1154.89,,,
VNINDEX,3/11/2021,1181.73,1170.08,1183.73,1170.08,,,
VNINDEX,3/12/2021,1181.56,1185.21,1186.52,1178.14,,,
VNINDEX,3/15/2021,1184.56,1183.89,1186.06,1178.8,,,
VNINDEX,3/16/2021,1179.9,1184.91,1184.91,1171.76,,,
VNINDEX,3/17/2021,1186.09,1178.64,1186.09,1176.26,,,
VNINDEX,3/18/2021,1200.94,1196.6,1200.94,1191.94,,,
VNINDEX,3/19/2021,1194.05,1195.47,1199.67,1191.96,,,
VNINDEX,3/22/2021,1194.43,1200.05,1200.21,1189.31,,,
VNINDEX,3/23/2021,1183.45,1190.28,1191.47,1177.1,,,
VNINDEX,3/24/2021,1161.81,1169.42,1174.2,1154.22,,,
VNINDEX,3/25/2021,1163.1,1164.41,1170.76,1154.44,,,
VNINDEX,3/26/2021,1162.21,1162.71,1165.76,1137.9,,,
VNINDEX,3/29/2021,1175.68,1169.65,1175.77,1165.78,,,
VNINDEX,3/30/2021,1186.36,1179.64,1187.29,1172.85,,,
VNINDEX,3/31/2021,1191.44,1186.36,1196.45,1186.36,,,
VNINDEX,4/1/2021,1216.1,1194.59,1217.26,1192.83,,,
VNINDEX,4/2/2021,1224.45,1225.76,1228.29,1221.07,,,
VNINDEX,4/5/2021,1236.05,1245.28,1245.28,1228.18,,,
VNINDEX,4/6/2021,1239.96,1233.37,1244.63,1231.14,,,
VNINDEX,4/7/2021,1242.38,1237.39,1242.38,1232.52,,,
VNINDEX,4/8/2021,1234.89,1242.38,1246.4,1232.26,,,
VNINDEX,4/9/2021,1231.66,1231.51,1234.98,1227.6,,,
